brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Apple,MPXQ2LL/A,13 Inches,2560 x 1600 pixels,Core i5,2.3 GHz,8 GB,512 GB,Intel Iris Plus Graphics 640,Integrated,macOS 10.14 Mojave,3 Pounds,Space Grey,31 ratings,4.2,$526.88 ,https://www.amazon.com/Apple-MacBook-MPXQ2LL-Mid-2017-13-3-inch/dp/B08VJKGWL4/ref=sr_1_561
Apple,MacBook Pro,13.3 Inches,2048x1536,M1 Chip,2.8 GHz,16 GB,256GB,appple,Integrated,Mac OS,6 Pounds,Space Gray,232 ratings,4.6,"$1,119.00 ",https://www.amazon.com/Apple-MacBook-13-inch-256GB-Storage/dp/B08T4R9D7M/ref=sr_1_560
Apple,MV962LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,2.8 GHz,16 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,macOS 10.15 Catalina,4.3 pounds,Silver,,,$750.00 ,https://www.amazon.com/Apple-MacBook-Touch-2-8GHz-13-inch/dp/B09HL4HN9T/ref=sr_1_559
Apple,MVVK2LL/A,16 Inches,2560 x 1600 pixels,Intel Core i9,2 GHz,32 GB,2 TB,intel ,Integrated,Mac OS,4.3 pounds,,7 ratings,4.1,"$1,359.00 ",https://www.amazon.com/Apple-MacBook-15-inch-Storage-Renewed/dp/B0B6GQBLMV/ref=sr_1_558
Apple,MUHP2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i5-8257U,1.4 GHz,16 GB,1 TB,Intel Iris Plus Graphics 645,Integrated,Mac OS Big Sur,3.02 Pounds,Space Gray,,,$561.19 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0C7XZTGT9/ref=sr_1_557
Apple,MR932LL/A,15.4 Inches,2560 x 1600 pixels,8750h,2.2 GHz,32 GB,512 GB,AMD Radeon Pro 555X / Intel UHD Graphics 630,Integrated,macOS 10.15 Catalina,2.8 Pounds,Space Gray,4 ratings,4,$739.99 ,https://www.amazon.com/Apple-MacBook-15-4-Inch-Storage-English/dp/B0BCNW86TS/ref=sr_1_555
Apple,MR9Q2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,2.3 GHz,16 GB,1 TB,Intel Iris Plus Graphics 655,Integrated,macOS 10.14 Mojave,3.02 Pounds,Space Gray,4 ratings,5,$750.00 ,https://www.amazon.com/Apple-MacBook-MR9Q2LL-13-3-inch-Touch-Bar/dp/B08G53VFCZ/ref=sr_1_554
Apple,MacBook AirÂ Early 2020 MWTK2LL/A,13.3 Inches,2560 x 1600 pixels,Unknown,1.1 GHz,8 GB,256 GB,Intel Iris Plus,dedicated,Mac OS,2.8 Pounds,Silver,2 ratings,5,$589.00 ,https://www.amazon.com/Apple-MacBook-1-1GHz-Intel-13-3-inch/dp/B09HL863X8/ref=sr_1_553
Apple,MV902LL/A,13 Inches,2560 x 1600 pixels,Intel Core i7,2.6 GHz,16 GB,512 GB,Intel HD Graphics 630,Dedicated,macOS 11,1.83 Kilograms,,4 ratings,3.7,$649.69 ,https://www.amazon.com/Apple-MacBook-Touch-2-6GHz-Renewed/dp/B09HZHP1C7/ref=sr_1_599
Apple,MQKX3LLA,15 Inches,2560 x 1600 pixels,M2,3.4 GHz,8 GB,512 GB,Apple M2 10-core GPU,Integrated,Mac OS,6.3 Pounds,Midnight,,,"$1,439.95 ",https://www.amazon.com/Apple-MacBook-15-inch-Storage-Midnight/dp/B0CN22BY53/ref=sr_1_598
Apple,MPTR2LL/A,15.4 Inches,2560 x 1600 pixels,Intel Core i7,3.1 GHz,16 GB,256 GB,Intel,Dedicated,macOS 10.15 Catalina,2.8 Pounds,Space Gray,,,$740.92 ,https://www.amazon.com/Apple-MacBook-15-inch-Storage-Renewed/dp/B0BJ1638KH/ref=sr_1_597
Apple,MacBook Pro,13.3,2560 x 1600 pixels,Intel Core i7,2.8 GHz,8 GB,512 GB,Intel Iris Plus Graphics 655,Integrated,macOS 10.14 Mojave,3.02 Pounds,Space Gray,,,$750.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0C81RZJ9Z/ref=sr_1_596
Apple,"MacBookPro15,4",13.3 Inches,2560 x 1600 pixels,Core i5-8257U,2.4 GHz,8 GB,1 TB,Intel Iris Plus Graphics 645,Integrated,MacOS 10.14.5 Mojave,5 Pounds,Space Gray,,,$815.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0BZ57NJRF/ref=sr_1_595
Apple,MV902LL/A,15 Inches,3840 x 2160 pixels,Intel Core i9,,16 GB,2 TB,Intel UHD Graphics 630,Dedicated,Os Catalina,,Space Gray,,,$989.97 ,https://www.amazon.com/Apple-MacBook-2-4GHz-Storage-Renewed/dp/B0BBWMYRNF/ref=sr_1_594
Apple,5REF2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,8 GB,256 GB,Intel UHD Graphics 617,Integrated,Mac OS,,Gold,22 ratings,3.7,$526.00 ,https://www.amazon.com/Apple-13-3in-MacBook-Graphics-Renewed/dp/B07Y8KR89H/ref=sr_1_593
Apple,MV972LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i5,,16 GB,512 GB,,Integrated,macOS 12 Monterey,,Space Gray,5 ratings,3.5,$579.15 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Renewed/dp/B0BFJL5J6H/ref=sr_1_591
Apple,MacBook Air,13.3 Inches,2560 x 1600 pixels,M1,3.8,16 GB,1 TB,AMD Radeon Pro 5500,Integrated,macOS 12 Monterey,5.2 Pounds,Gray,4 ratings,2.8,"$1,149.00 ",https://www.amazon.com/Apple-MacBook-Retina-Display-8-Core/dp/B091V35QM9/ref=sr_1_589
Apple,MLH72LL/A,12 Inches,2560 x 1600 pixels,core_m,,8 GB,256 GB,,Integrated,macOS 10.15 Catalina,,Space Gray,,,$375.00 ,https://www.amazon.com/Early-Apple-MacBook-1-3GHz-Renewed/dp/B0BCL3MXV3/ref=sr_1_587
Apple,MLL42LL/A,13 Inches,2560 x 1600 pixels,Intel Core i5,2 GHz,16 GB,256 GB,Intel Iris Graphics 540,Integrated,macOS 11,1.37 Kilograms,,,,$449.99 ,https://www.amazon.com/Apple-MacBook-Retina-2-0GHz-Renewed/dp/B09HYHPF13/ref=sr_1_586
Apple,MR932LL/A,15.4 Inches,2560 x 1600 pixels,I7-8850h,2.6 GHz,32 GB,1 TB,AMD Radeon Pro 555X,Integrated,macOS 10.15 Catalina,4.02 pounds,,,,$735.36 ,https://www.amazon.com/Apple-MacBook-15-inch-Storage-Renewed/dp/B0BQ3TXZY4/ref=sr_1_585
Apple,MacBook Pro,13.3 Inches,2560 x 1600 pixels,I5-7287U,3.3 GHz,16 GB,256 GB,Intel Iris Plus Graphics 650,Integrated,macOS Ventura,3.02 pounds,Silver,,,$441.57 ,https://www.amazon.com/Apple-MacBook-3-3GHz-English-Renewed/dp/B0CD87DQMF/ref=sr_1_584
Apple,MV962LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,,16 GB,1 TB,Intel Iris Plus Graphics 655,Integrated,macOS 10.15 Catalina,,Silver,1 rating,5,$799.99 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0B9ZNTBYT/ref=sr_1_582
Apple,MV962LL/A,13 Inches,2560 x 1600 pixels,Intel Iris Plus Graphics 655,2.4 GHz,8 GB,1 TB,Intel Iris Plus Graphics 655,Integrated,macOS 10.15 Catalina,,Space Gray,1 rating,4,$649.00 ,https://www.amazon.com/Apple-MacBook-2-4GHz-Intel-Renewed/dp/B0B9VHSPTT/ref=sr_1_581
Apple,MacBook Pro,16 Inches,2560 x 1600 pixels,Intel Core i9,2.4 GHz,64 GB,2 TB,AMD Radeon Pro 5500M,Integrated,macOS 11 Big Sur,,Silver,,,"$1,229.97 ",https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CNCK99T5/ref=sr_1_580
Apple,MLH32LL/A,15.4 Inches,2560 x 1600 pixels,Intel Core i7,,16 GB,1 TB,Intel HD Graphics 530,Dedicated,macOS 10.15 Catalina,,Space Gray,2 ratings,2.5,$634.75 ,https://www.amazon.com/Apple-MacBook-2-6GHz-Intel-Renewed/dp/B0BCR5D2KS/ref=sr_1_578
Apple,,13.3 Inches,2560 x 1600 pixels,Core i5-6267U,,8 GB,512 GB,Intel Iris Graphics 550,Dedicated,Mac OS,,,1 rating,5,$650.00 ,https://www.amazon.com/Apple-MacBook-Mlh12ll-I5-6267u-13-3inch/dp/B07VD9H9V6/ref=sr_1_577
Apple,MR932LL/A,15 Inches,2560 x 1600 pixels,Core i5,2.2 GHz,16 GB,1 TB,AMD Radeon Pro 555X,Integrated,macOS 10.13 High Sierra,,Space Gray,,,$737.55 ,https://www.amazon.com/Apple-MacBook-15-inch-Storage-English/dp/B0CL5G3J3W/ref=sr_1_623
Apple,MacBook Pro,14 Inches,2560 x 1600 pixels,M1 Max,3.2 GHz,32 GB,1 TB,apple,Integrated,Mac OS,6.9 Pounds,Space Gray,,,"$2,099.00 ",https://www.amazon.com/Apple-MacBook-14-inch-Storage-English/dp/B0BZTH7YW9/ref=sr_1_622
Apple,MV902LL/A,15 Inches,2560 x 1600 pixels,Intel Core i7,,16 GB,1 TB,,Integrated,macOS 11 Big Sur,,Space Gray,,,$764.97 ,https://www.amazon.com/Apple-Mid-2019-MacBook-15-inch-Storage/dp/B0BCH9TC1S/ref=sr_1_621
Apple,MR942LL/A,15.4 Inches,2560 x 1600 pixels,I9-8950hk,2.9 GHz,32 GB,512 GB,Intel HD Graphics 630,Integrated,macOS 10.15 Catalina,,,3 ratings,3.9,$569.00 ,https://www.amazon.com/Apple-MacBook-2-9GHz-Silver-Renewed/dp/B0BDXML1SG/ref=sr_1_620
Apple,MR9Q2LL/A,13.3 Inches,2560 x 1600 pixels,I7-8559U,2.7 GHz,8 GB,2 TB,Intel Iris Plus Graphics 655,Integrated,Mac OS Ventura,,Space Gray,,,$569.97 ,https://www.amazon.com/Apple-MacBook-13-3-inch-Storage-English/dp/B0CDCNMNTD/ref=sr_1_619
Apple,MacBook Air,11.6 Inches,1366 x 768 pixels,Unknown,1.4 GHz,4 GB,256 GB,Intel HD Graphics,Integrated,Mac OS,2.38 Pounds,,5 ratings,3.4,$249.00 ,https://www.amazon.com/Apple-MacBook-MD712LL-i5-4260U-Refurbished/dp/B07G211VW9/ref=sr_1_618
Apple,Z17G002NR,14 Inches,2048x1536,Apple M2 Pro Chip with 12-core CPU and 19-core GPU,3.5 GHz,32 GB,4 TB,Apple M2 Pro 12C CPU 19C GPU,Dedicated,Mac OS,5 Pounds,Space Gray,,,"$3,699.00 ",https://www.amazon.com/Apple-CTO-14-MacBook-Pro/dp/B0BVPP791J/ref=sr_1_617
Apple,MPXV2LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,3.5 GHz,8 GB,512 GB,Intel Iris Plus Graphics 650,Integrated,macOS 10.13 High Sierra,3 Pounds,Space Gray,13 ratings,3.3,$698.99 ,https://www.amazon.com/Apple-MacBook-13-3-MPXV2LL-Touch/dp/B08G573879/ref=sr_1_616
Apple,MF068LL/A,13.3 Inches,1440 x 900 pixels,Unknown,1.7 GHz,8 GB,256 GB,Intel HD Graphics,Integrated,macOS 10.14 Mojave,3 Pounds,"13"" 1.7GHz / 8GB Memory / 256GB Solid State Drive",3 ratings,2.4,$299.00 ,https://www.amazon.com/Apple-MacBook-MF068LL-i7-4650U-Refurbished/dp/B07GBMK7GQ/ref=sr_1_615
Apple,MVVM2LL/A,16,1366 x 768 pixels,MVVM2LL/A,2,32 GB,1 TB,Intel UHD Graphics 630,Integrated,Mac OS,,,5 ratings,4,"$1,300.00 ",https://www.amazon.com/Apple-MacBook-2-3GHz-16-inch-Storage/dp/B0B6GPDNNN/ref=sr_1_613
Apple,5REE2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,8 GB,128 GB,Intel UHD Graphics 617,Integrated,Mac OS,,Gold,58 ratings,4.1,$530.00 ,https://www.amazon.com/Apple-13-3in-MacBook-Graphics-Renewed/dp/B07Y8KL5D6/ref=sr_1_612
Apple,MQKV3LLA,15 Inches,2560 x 1600 pixels,M2,3.5 GHz,8 GB,512 GB,Apple M2 10-core GPU,Integrated,Mac OS,6.3 Pounds,Starlight,,,"$1,439.95 ",https://www.amazon.com/Apple-MacBook-15-inch-Storage-Starlight/dp/B0CN2HJ2GM/ref=sr_1_611
Apple,MR962LL/A,15.4 Inches,2560 x 1600 pixels,Core i7 2.2 GHz,,16 GB,1 TB,,Dedicated,macOS Big Sur,,Silver,,,$699.00 ,https://www.amazon.com/Apple-MacBook-2-2GHz-15-inch-Renewed/dp/B0BJ1BTD62/ref=sr_1_610
Apple,MWP52LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,2 GHz,16 GB,1 TB,Intel Iris Plus,Integrated,macOS 10.15 Catalina,,Gray,,,$879.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0CNHCPFXL/ref=sr_1_609
Apple,MV962LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,,16 GB,512 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,,,,,"$1,000.00 ",https://www.amazon.com/Apple-MacBook-inches-i7-8569u-MV962LL/dp/B08XT9H1L9/ref=sr_1_608
Apple,MV962LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,2.8 GHz,8 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,,,1 rating,5,$699.00 ,https://www.amazon.com/Apple-MacBook-13-3-Touch-MV962LL/dp/B08XDJMM1B/ref=sr_1_607
Apple,MacBook Air,13 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,8 GB,128 GB,Intel UHD Graphics 617,Integrated,macOS 10.14 Mojave,2.38 Pounds,Silver,,,$700.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Keyboard/dp/B09LZ6YKL1/ref=sr_1_606
Apple,MNQG2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,3.1 GHz,8 GB,512 GB,Intel Iris Graphics 550,"Integrated, Dedicated",macOS 10.15 Catalina,,Silver,,,$476.12 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0BDPFS1NQ/ref=sr_1_605
Apple,MR9R2LL/A,13,2560 x 1600 pixels,Core i7,,8 GB,512 GB,Intel Iris Plus Graphics 655,Integrated,macOS 10.14 Mojave,,,,,$589.99 ,https://www.amazon.com/Apple-MacBook-2-7GHz-Intel-Renewed/dp/B0B91BDS6L/ref=sr_1_604
Apple,Z177000E7,16 Inches,2560 x 1600 pixels,Apple M2 Pro 12-Core CPU 19-core GPU Chip,3.5 GHz,32 GB,512 GB,Apple M2 Pro 12-Core CPU 19-core GPU Chip,Dedicated,Mac OS,5 Pounds,Silver,,,"$2,749.91 ",https://www.amazon.com/Apple-CTO-16-MacBook-Pro/dp/B0BY12NH15/ref=sr_1_601
Apple,Z1AU0029J,14 Inches,3024 x 1964,M3 Pro,4.05 GHz,36 GB,512 GB,Apple M3 Pro 11C CPU - 14C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$2,399.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-14/dp/B0CPN7K8DW/ref=sr_1_647
Apple,"MacBookPro15,1",15.4 Inches,2560 x 1600 pixels,Core i7,2.6 GHz,32 GB,512 GB,"AMD Radeon Pro 560X, Intel UHD Graphics 630",Integrated,macOS 10.15 Catalina,,Silver,,,$789.99 ,https://www.amazon.com/Apple-MacBook-15-inch-Storage-Renewed/dp/B0BNLSXB8R/ref=sr_1_646
Apple,MJVM2LLA3RFSD,11.6 Inches,1366 x 768 pixels,Core i5,1.6 GHz,4 GB,128 GB,Intel HD Graphics 6000,"Intel HD Graphics 6000 (Integrated), Integrated",macOS 10.13 High Sierra,3 Pounds,Silver,3 ratings,4,$320.00 ,https://www.amazon.com/Apple-i5-5250U-Dual-Core-Processor-Integrated/dp/B082QCL4V2/ref=sr_1_643
Apple,MacBook Air Mid 2022,,2560 x 1600 pixels,M2 Chip,2.7 GHz,16 GB,256 GB,Apple,Dedicated,Mac OS,5.3 Pounds,,3 ratings,3.6,"$1,299.00 ",https://www.amazon.com/Apple-MacBook-Air-Mid-2022/dp/B0BJVWJKBR/ref=sr_1_642
Apple,A1932,13.3,,Intel Core i5,,16 GB,256 GB,Intel UHD Graphics 617,Integrated,macOS Ventura,,Silver,,,$625.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0CPC99TZ6/ref=sr_1_641
Apple,MD712LL/A,11.6 Inches,1366 x 768 pixels,Intel Core i5,1.3 GHz,8 GB,256 GB,Intel HD Graphics,Integrated,Mac OS,2.38 Pounds,,2 ratings,3.7,$299.99 ,https://www.amazon.com/Apple-MacBook-MD712LL-i5-4250U-Refurbished/dp/B073RMBVZB/ref=sr_1_638
Apple,Z1C80001E,14 Inches,,Others,,24 GB,512 GB,Apple M3 8C CPU - 10C GPU,Integrated,Mac OS,5 Pounds,Space Gray,,,"$1,999.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-14/dp/B0CPNGJR87/ref=sr_1_636
Apple,MR9V2LL/A,13,2560 x 1600 pixels,Core i7,2.7 GHz,8 GB,1 TB,Intel Iris Plus Graphics 655,Integrated,macOS 10.13 High Sierra,,,,,$633.33 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0C2XC2FXJ/ref=sr_1_634
Apple,MRE82LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i5,,16 GB,128 GB,,Integrated,macOS 11 Big Sur,,Space Gray,,,$648.69 ,https://www.amazon.com/Apple-MacBook-1-6GHz-Intel-Renewed/dp/B0BCMF5FNW/ref=sr_1_633
Apple,MVVM2LL/A,16 Inches,2560 x 1600 pixels,I9-9880H,2.3 GHz,64 GB,1 TB,Intel UHD Graphics 630,Dedicated,macOS 10.15 Catalina,,,3 ratings,5,"$1,900.00 ",https://www.amazon.com/Apple-MacBook-2-3GHz-16-inch-Storage/dp/B0B2VSZC92/ref=sr_1_631
Apple,FWP82LL/A,13.3 Inches,2560 x 1600 pixels,Core i5 Family,2 GHz,16 GB,1 TB,Iris Plus,Integrated,Mac OS,,Silver,2 ratings,3,$740.97 ,https://www.amazon.com/Apple-MacBook-Quad-Core-Display-MWP82LL/dp/B09VVHKGF3/ref=sr_1_629
Apple,MacBook,12 Inches,2560 x 1440 pixels,core_m,1.2 GHz,8 GB,256 GB,Intel HD Graphics 515,Integrated,Chrome OS,4.05 Pounds,Silver,,,$646.28 ,https://www.amazon.com/Early-2016-Apple-MacBook-12-inch-Keyboard/dp/B09LPN2TJQ/ref=sr_1_628
Apple,CR_5PXW2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,3.5 GHz,8 GB,512 GB,Intel Iris Plus Graphics 650,Integrated,macOS 10.12 Sierra,2.96 Pounds,,8 ratings,4.5,$540.34 ,https://www.amazon.com/Apple-i5-7267U-Dual-Core-802-11ac-Bluetooth/dp/B07L9CHX77/ref=sr_1_627
Apple,MPTR2LL/A,15,2560 x 1600 pixels,MPTR2LL/A,2,16 GB,2 TB,Intel HD Graphics 630,Integrated,Mac OS,,,,,$899.00 ,https://www.amazon.com/Apple-MacBook-2-8GHz-15-4in-Renewed/dp/B0B5YW769W/ref=sr_1_625
Apple,MR962LL/A,15.4 Inches,2560 x 1600 pixels,Core i7,2.2 GHz,16 GB,256 GB,AMD Radeon Pro 555X,Dedicated,macOS 10.15 Catalina,,Silver,1 rating,3,$620.49 ,https://www.amazon.com/Apple-MacBook-15-4-inch-Storage-Renewed/dp/B0BCHBHJ4C/ref=sr_1_671
Apple,Mwtj2ll/a,13.3 Inches,,Intel Core i3,1.1 GHz,8 GB,512 GB,Intel Iris Plus,Integrated,macOS 10.15 Catalina,,S,,,$574.97 ,https://www.amazon.com/Apple-MacBook-13-3in-MWTJ2LL-Early/dp/B097WS9KGN/ref=sr_1_670
Apple,Z1AU0029U,14 Inches,3024 x 1964,M3 Pro,4.05 GHz,36 GB,512 GB,Apple M3 Pro 12C CPU - 18C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$2,599.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-14/dp/B0CPMTKPBC/ref=sr_1_669
Apple,MacBook Air,13,2560 x 1600 pixels,Unknown,,16 GB,512 GB,8-Core GPU,Integrated,macOS 12 Monterey,,,,,$849.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0BZTHN6CQ/ref=sr_1_668
Apple,MUHN2LL/A,13.3 Inches,2560x1600,Core i7,,16 GB,512 GB,Intel Iris Plus Graphics 645,Integrated,macOS 10.14 Mojave,3 Pounds,Silver,,,$779.99 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0C39H6KKX/ref=sr_1_667
Apple,MVVM2LL/A,16,2560 x 1600 pixels,Core i9,2 GHz,64 GB,2 TB,intel,Integrated,Mac OS,3 Pounds,,6 ratings,3.8,"$2,100.00 ",https://www.amazon.com/Apple-MacBook-2-3GHz-16-inch-Storage/dp/B0B22XFN53/ref=sr_1_666
Apple,Z174001BJ,16 Inches,2048x1536,Apple M2 Max 12-Core CPU 38-core GPU Chip,3.5 GHz,64 GB,8 TB,Apple M2 Max 12-Core CPU 38-core GPU Chip,Dedicated,Mac OS,5 Pounds,Space Gray,,,"$5,799.00 ",https://www.amazon.com/Apple-CTO-16-MacBook-Pro/dp/B0BY15D6MJ/ref=sr_1_665
Apple,MVVK2LL/A,16 Centimeters,2560 x 1600 pixels,Core i9,2.4 GHz,16 GB,1 TB,AMD Radeon Pro 5500M,Integrated,macOS 11 Big Sur,,Space Gray,,,$899.97 ,https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0CN7X975C/ref=sr_1_664
Apple,Mv962ll/a,13 Inches,2560 x 1600 pixels,Mv962ll/a,2.4 GHz,8 GB,1 TB,Intel Iris Plus Graphics 655,Integrated,Mac OS,,,,,$649.00 ,https://www.amazon.com/Apple-MacBook-2-4GHz-Intel-13-inch/dp/B0B9VQBSSX/ref=sr_1_663
Apple,MWT92LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,1.2 GHz,16 GB,512 GB,,Integrated,Mac OS,3 Pounds,Gold,2 ratings,5,$685.05 ,https://www.amazon.com/Apple-MacBook-Retina-Display-Renewed/dp/B08RSCJSKH/ref=sr_1_662
Apple,MK1H3LL/A,16,2560 x 1600 pixels,Apple M1 Max,3.2,64 GB,1 TB,Apple M1 Max 32-core GPU,Integrated,MacOS Ventura,,Silver,,,"$2,449.00 ",https://www.amazon.com/Apple-MacBook-3-2GHz-Silver-Renewed/dp/B0CLF2FBDN/ref=sr_1_661
Apple,Z1AF0019Y,16 Inches,,Apple M3 Pro,4.05 GHz,36 GB,512 GB,Apple M3 Pro 12C CPU - 18C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$3,099.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-16/dp/B0CPN4WL82/ref=sr_1_660
Apple,Z1AF0019W,16 Inches,,Apple M3 Pro,4.05 GHz,36 GB,1 TB,Apple M3 Max 14C CPU - 30C GPU chip,Integrated,Mac OS,5 Pounds,Space Black,,,"$3,299.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-16/dp/B0CPN23H2W/ref=sr_1_659
Apple,MWTJ2LL/A,13.3 Inches,,Intel Core i7,1.2 GHz,16 GB,256 GB,Intel Iris Plus,Integrated,Mac OS,,Space Gray,,,$890.01 ,https://www.amazon.com/Apple-MacBook-13-3in-MWTJ2LL-Early/dp/B094293X2M/ref=sr_1_658
Apple,MR9Q2LL/A,13.3 Inches,2560 x 1600 pixels,Core i7,2.7 GHz,16 GB,256 GB,Intel Iris Plus Graphics 655,Integrated,Mac OS,3.02 Pounds,Space Gray,33 ratings,3.4,$688.99 ,https://www.amazon.com/Apple-MacBook-MR9Q2LL-13-3-inch-Touch-Bar/dp/B084KGQ15N/ref=sr_1_656
Apple,Z1AU0029N,14 Inches,3024 x 1964,Apple M3 Pro,4.05 GHz,36 GB,1 TB,Apple M3 Pro 11C CPU - 14C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$2,599.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-14/dp/B0CPMZ8XYZ/ref=sr_1_655
Apple,Z1AU0029A,14 Inches,3024 x 1964,Apple M3 Pro,4.05 GHz,18 GB,2 TB,Apple M3 Pro 11C CPU - 14C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$2,599.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-14/dp/B0CPN38S28/ref=sr_1_654
Apple,Z1AF0019L,16 Inches,3024 x 1964,Apple M3 Pro,4.05 GHz,18 GB,1 TB,Apple M3 Pro 12C CPU - 18C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$2,699.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-16/dp/B0CPNGFNDD/ref=sr_1_653
Apple,A2141,16 Inches,2560 x 1600 pixels,Intel Core i9,,16 GB,512 GB,AMD Radeon Pro 5300M,Integrated,Mac OS Ventura,,,,,$829.31 ,https://www.amazon.com/Apple-MacBook-16-inch-Storage-English/dp/B0C1WQ39HK/ref=sr_1_652
Apple,MPXQ2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,2.5 GHz,8 GB,256 GB,Intel Iris Plus Graphics 640,Integrated,Mac OS,,,,,$715.00 ,https://www.amazon.com/Apple-MacBook-13-3in-MPXQ2LL-Mid-2017/dp/B08XXTQCJ8/ref=sr_1_651
Apple,MR9V2LL/A,13.3 Inches,2560 x 1600 pixels,Intel Core i7,,8 GB,512 GB,,Integrated,macOS 11 Big Sur,,Silver,,,$534.97 ,https://www.amazon.com/Apple-MacBook-2-7GHz-13-inch-Renewed/dp/B0BKDJCZVV/ref=sr_1_650
Apple,MacBook Pro,15,2560 x 1600 pixels,Core i7,,16 GB,512 GB,Intel HD Graphics 530,Integrated,macOS 10.13 High Sierra,,,,,$598.15 ,https://www.amazon.com/Apple-MacBook-2-6GHz-15-inch-Storage/dp/B0B7XQKX9M/ref=sr_1_695
Apple,MWTJ2LL/A,13,2560 x 1600 pixels,Core i7,,16 GB,256 GB,Intel Iris,Integrated,Mac OS,,,,,$584.22 ,https://www.amazon.com/Apple-MacBook-1-2GHz-Processor-Renewed/dp/B0B621PW5Y/ref=sr_1_694
Apple,MVFH2LL/A,13.3 Inches,2560 x 1600 pixels,Core i5,1.6 GHz,16 GB,512 GB,Intel UHD Graphics 617,Integrated,Mac OS,2.75 Pounds,Gold,13 ratings,4.9,$899.00 ,https://www.amazon.com/Apple-MacBook-Air-13-3in-Renewed/dp/B089FMFN6Q/ref=sr_1_693
Apple,MLY33LL/A,13.6 Inches,2048x1536,Apple M2 Chip with 8-Core,3.4 GHz,16 GB,1 TB,Apple M2 Chip with 8-Core,Integrated,macOS Sonoma,3.02 Pounds,Starlight,1 rating,5,$979.00 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-Starlight/dp/B0CK9CG416/ref=sr_1_692
Apple,MUHN2LL/A,13,2560 x 1600 pixels,Core i5,,16 GB,512 GB,Intel Iris Plus Graphics 645,Integrated,macOS 10.14 Mojave,,,,,$749.99 ,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B0C3FS5XY3/ref=sr_1_691
Apple,Z1AU002A3,14 Inches,,Apple M3 Max,4.05 GHz,96 GB,1 TB,Apple M3 Max 14C CPU - 30C GPU,Integrated,Mac OS,5 Pounds,Space Black,,,"$3,999.00 ",https://www.amazon.com/Apple-CTO-MacBook-Pro-14/dp/B0CPNB2929/ref=sr_1_690
