brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,Lenovo ThinkPad T490s,14 Inches,1920x1080,core_i5,1.6 GHz,8 GB,256 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,3.64 pounds,Black,10 ratings,4.1,$203.99,https://www.amazon.com/Lenovo-ThinkPad-i5-8365U-Windows-20NX003AUS/dp/B0947H364W/ref=sr_1_124
Lenovo,Lenovo Thinkpad Yoga,11.6 Inches,1366 x 768 pixels,celeron_n,1.6 GHz,4 GB,128 GB,Intel HD Graphics,Integrated,Windows 10,4 pounds,Black,453 ratings,4.0,$114.00,https://www.amazon.com/Lenovo-Thinkpad-Touchscreen-Processor-Bluetooth/dp/B07V1X13D8/ref=sr_1_127
Lenovo,81WE00L5,15.6 Inches,1920x1080,core_i5_1035g1,3.6 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10,3.96 pounds,Cherry Red,29 ratings,4.6,$559.00,https://www.amazon.com/Lenovo-Anti-Glare-i5-1035G1-Quad-Core-Processor/dp/B08L8T1Y47/ref=sr_1_125
Lenovo,,14 Inches,1366 x 768 pixels,Intel_Mobile_CPU,1.1 GHz,4 GB,128 GB,Intel UHD Graphics 605,Integrated,Windows 11 S,2.86 pounds,,58 ratings,4.3,$279.00,https://www.amazon.com/Lenovo-IdeaPad-Quad-Core-Processor-Microsoft/dp/B0BWXXB9ZJ/ref=sr_1_122
Lenovo,Legion Slim 5,16 Inches,2560 x 1440 pixels,ryzen_7,3.8 GHz,64 GB,1 TB,NVIDIA GeForce RTX 4060,Dedicated,Windows 11 Home,,Storm Grey,17 ratings,4.5,"$1,549.99",https://www.amazon.com/Lenovo-Legion-Slim-i7-12700H-GeForce/dp/B0CKR9X3Y5/ref=sr_1_121
Lenovo,ThinkPad P14s Gen 2,14 Inches,3840 x 2160 pixels,core_i7_family,4.8 GHz,16 GB,1 TB,NVIDIA Quadro T500,Dedicated,Windows 11 Pro,3.24 pounds,Black,,,"$1,069.00",https://www.amazon.com/Lenovo-ThinkPad-P14s-Gen-Workstation/dp/B0CKLRQDP7/ref=sr_1_236
Lenovo,IdeaPad 3 15ITL6,15.6 Inches,1920 x 1080 pixels,core_i5_family,2.4 GHz,20 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.74 pounds,Gray,20 ratings,4.4,$532.50,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Processor/dp/B0C6RJVFXX/ref=sr_1_239
Lenovo,IdeaPad 1,15.6 Inches,1920 x 1080 pixels,pentium,1.1 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,3.42 pounds,Abyss Blue,,,$379.99,https://www.amazon.com/Lenovo-IdeaPad-Graphics-Education-Microsoft/dp/B0C77XGYVX/ref=sr_1_238
LENOVO,IdeaPad 3 14ALC6,14 Inches,1920 x 1080 pixels,amd_ryzen_7,1.8 GHz,20 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,5 pounds,Sand,1 rating,5.0,$579.00,https://www.amazon.com/LENOVO-IdeaPad-Display-Fingerprint-Keyboard/dp/B0CDQJJXQY/ref=sr_1_235
Lenovo,Lenovo V14,14 Inches,1920 x 1080 pixels,core_i5_10210u,2.4 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10 Pro,3.3 pounds,8G RAM | 512GB SSD,38 ratings,4.5,$440.00,https://www.amazon.com/Newest-Lenovo-IdeaPad-14-HubxcelCables/dp/B09SGWJSS7/ref=sr_1_234
Lenovo,IdeaPad 3i,14 Inches,1920 x 1080 pixels,core_i5,4.4 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.15 pounds,16GB RAM | 512GB SSD,5 ratings,4.5,$559.99,https://www.amazon.com/Lenovo-IdeaPad-3i-i5-1235U-Graphics/dp/B0CKXH1TW4/ref=sr_1_237
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i3,4.1 GHz,8 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 11 S,4.65 pounds,Platinum Grey,179 ratings,4.6,$369.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i3-1115G4-Processor/dp/B0CDL48X87/ref=sr_1_233
Lenovo,2022,14,1366 x 768 pixels,core_i3,,4 GB,,Intel,Integrated,Windows 11 S,3.1 pounds,Cloud Grey,169 ratings,4.2,$242.00,https://www.amazon.com/Lenovo-IdeaPad-Computer-i3-14-0-Display/dp/B09YWPDCP6/ref=sr_1_231
Lenovo,Ideapad,15.6 Inches,1366 x 768 pixels,athlon,2.3 GHz,20 GB,1 TB,AMD Radeon graphics,Integrated,Windows 11 Home,5.33 pounds,20GB RAM | 1TB SSD+128GB eMMC,25 ratings,4.1,$439.00,https://www.amazon.com/Lenovo-IdeaPad-Display-Processor-Windows/dp/B0C3VSKKN1/ref=sr_1_232
Lenovo,Lenovo,14 Inches,1920x1080,core_i3_1115g4,4.1 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,2.2 pounds,Gray,60 ratings,4.4,$429.00,https://www.amazon.com/Lenovo-Computer-Business-i3-1115G4-Accessory/dp/B0CKDKY329/ref=sr_1_123
LENOVO,A485,14 Inches,1920 x 1080 pixels,amd_r_series,2.6 GHz,16 GB,256 GB,,Integrated,Windows 10 Pro,5.19 pounds,Black,,,$199.00,https://www.amazon.com/ThinkPad-Business-1920x1080-Fingerprint-Windows/dp/B0CKBJWB5M/ref=sr_1_230
Lenovo,,15.6 Inches,1920 x 1080,core_i5,,8 GB,512 GB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Home,8.7 pounds,,,,$811.00,https://www.amazon.com/Lenovo-LOQ-15IRH8-Notebook-i5-13420H/dp/B0C4JCL65F/ref=sr_1_226
Lenovo,IdeaPad,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,20 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11,3.5 pounds,,171 ratings,4.0,$469.00,https://www.amazon.com/Lenovo-IdeaPad-Bluetooth-Anti-Glare-Dual-core/dp/B0C2RGWK8G/ref=sr_1_225
Lenovo,ThinkBook 13s G3 ACN,13.3 Inches,2560 x 1600 pixels,Ryzen 5,2.30 ryzen_5,8 GB,256 GB,AMD Radeon Graphics,Integrated,"Windows 10 Pro 64, English",,,,,$299.99,https://www.amazon.com/Lenovo-ThinkBook-13s-G3-ACN/dp/B0CJMP9W66/ref=sr_1_229
lenovo,IdeaPad,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,8 GB,384 GB,AMD Radeon Graphics,Integrated,Windows 11 S,3.52 pounds,Gray,121 ratings,4.0,$379.99,https://www.amazon.com/IdeaPad-Laptop-Dual-Core-Processor-Bluetooth/dp/B0C2JB4CQ7/ref=sr_1_223
Lenovo,Lenovo ThinkPad,16 Inches,1920 x 1080 pixels,ryzen_7,2.7 GHz,16 GB,1 TB,AMD Radeon 680M Graphics,Integrated,Windows 10 Pro,3.64 pounds,Black,5 ratings,4.6,"$1,079.00",https://www.amazon.com/Lenovo-ThinkPad-Touchscreen-Business-Graphics/dp/B0C7CGG9S8/ref=sr_1_224
Lenovo,Lenovo ThinkPad,14 Inches,1920 x 1200 pixels,apple_ci7,4.8 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.23 pounds,Black,,,"$1,449.99",https://www.amazon.com/Lenovo-ThinkPad-Business-Touchscreen-Fingerprint/dp/B0CJM4K6Y2/ref=sr_1_227
Lenovo,Thinkpad T480,14 Inches,1366 x 768 pixels,core_i5,1.7 GHz,16 GB,256 GB,Intel UHD 620 Graphics,Integrated,Windows 10 Pro,3.6 pounds,Black,190 ratings,4.1,$194.50,https://www.amazon.com/Lenovo-ThinkPad-T480-14-Laptop/dp/B091B8GVVV/ref=sr_1_228
Lenovo,Lenovo Ideapad,14 Inches,1920 x 1080 pixels,core_i5_1035g1,3.6 GHz,8 GB,512 GB,Intel UHD Graphics,Integrated,Windows 10 Home,3.53 pounds,Platinum Grey,510 ratings,4.4,$408.00,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i5-1035G1-Platinum/dp/B08W4PJC8J/ref=sr_1_222
Lenovo,T470s,14,1920 x 1080 pixels,core_i5_7300u,2.8 GHz,8 GB,256 GB,,Integrated,Windows 10 Pro,4.09 pounds,,3 ratings,5.0,$199.00,https://www.amazon.com/Lenovo-Thinkpad-T470s-Business-i5-7300U/dp/B0CDGLRXHP/ref=sr_1_220
Lenovo,,11.6 Inches,1366 x 768 pixels,celeron_n2840,2.16 GHz,4 GB,16 GB,Intel,Integrated,Chrome OS,3.79 pounds,,82 ratings,3.5,$46.54,https://www.amazon.com/Lenovo-Chromebook-Celeron-2-16GHz-Renewed/dp/B08976WCLK/ref=sr_1_218
Lenovo,Lenovo ThinkPad X13 Gen 2,13.3 Inches,1920x1080,ryzen_5,2.3 GHz,16 GB,2 TB,Integrated AMD Radeon Graphics,Integrated,Windows 11 Pro,2.88 pounds,Black,2 ratings,5.0,$749.00,https://www.amazon.com/Lenovo-ThinkPad-Hexa-core-i7-1165G7-Fingerprint/dp/B0CJRS5L21/ref=sr_1_221
Lenovo,ThinkPad T460s,14,1920 x 1080 pixels,Intel Core i7,3.4 apple_ci7,12 GB,256 GB,,Integrated,Windows 10 Pro,4.44 pounds,,2 ratings,3.0,$261.26,https://www.amazon.com/Lenovo-ThinkPad-Touchscreen-Professor-Bluetooth/dp/B0C3VK8MM5/ref=sr_1_287
Lenovo,,16 Inches,2560 x 1600 pixels,intel_core_i9,5.4 GHz,64 GB,4 TB,NVIDIA GeForce RTX 4070,Dedicated,Windows 11 Pro,5.6 pounds,,2 ratings,5.0,"$2,248.91",https://www.amazon.com/Lenovo-Legion-Pro-5i-i9-13900HX/dp/B0C67H1SQZ/ref=sr_1_217
Lenovo,Lenovo intel i3-1115G4 Laptop,14 Inches,1920 x 1080 pixels,apple_ci3,3 GHz,8 GB,512 GB,Intel UHD Graphics,Integrated,Windows 11 S,3.31 pounds,Gray,"1,023 ratings",4.2,$359.99,https://www.amazon.com/Lenovo-1920x1080-Laptop-i3-1115G4-i5-1035G4/dp/B0CFTTPJMQ/ref=sr_1_286
Lenovo,Chromebook,11.6 Inches,1366 x 768 pixels,mediatek_mt8173c,2.1 GHz,4 GB,32 GB,PowerVR GX6250,Integrated,Chrome OS,3 pounds,Black,"1,531 ratings",4.0,$84.99,https://www.amazon.com/Lenovo-11-6-300e-Chromebook-Touchscreen/dp/B07RJZMC49/ref=sr_1_219
Lenovo,ThinkPad E16 Gen 1,16 Inches,1920 x 1200,ryzen_7,2.3 GHz,16 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Pro,3.99 pounds,Graphite Black,,,"$1,109.00",https://www.amazon.com/Lenovo-ThinkPad-Laptop-2023-16-Graphics/dp/B0CKYYKS35/ref=sr_1_284
Lenovo,Legion 5 Pro,16 Inches,2560 x 1600 pixels,core_i7,4.7 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11,5.34 pounds,32GB RAM | 2TB PCIe SSD,2 ratings,5.0,"$1,389.90",https://www.amazon.com/Lenovo-2560x1600-i7-12700H-NVIDIA-GeForce/dp/B0BMFM33JW/ref=sr_1_285
Lenovo,Lenovo ideapad 3 gaming laptop,15.6 Inches,1920 x 1080 pixels,core_i5,2.5 GHz,16 GB,512 GB,4GB GDDR6 NVIDIA GeForce GTX 1650,Dedicated,Windows 10 Home,4.84 pounds,Onyx Black,14 ratings,4.1,$729.00,https://www.amazon.com/Lenovo-Ideapad-Quad-Core-i5-10300H-i7-8850H/dp/B08FMBHR1X/ref=sr_1_281
Lenovo,20VK,13.3 Inches,1920 x 1080 pixels,core_i7_family,2.8 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.17 pounds,Black,12 ratings,4.1,$739.00,https://www.amazon.com/Lenovo-ThinkPad-Business-Touchscreen-Warranty/dp/B0CFYNXLS6/ref=sr_1_282
Lenovo,IdeaPad,16 Inches,2560 x 1600 pixels,core_i5_family,3.1 GHz,8 GB,512 GB,NVIDIA GeForce MX450,Dedicated,Windows 11 Home,4.19 pounds,Stomy Grey,145 ratings,4.5,$657.00,https://www.amazon.com/Lenovo-5i-Pro-i5-11300H-Keyboard/dp/B09PHYDXCW/ref=sr_1_279
Lenovo,Lenovo T470 Laptop,14 Inches,1920 x 1080 pixels,core_i5,2.4 GHz,16 GB,256 GB,Integrated Intel HD Graphics 4600,Integrated,Windows 10 Pro,3.5 pounds,Black,104 ratings,4.3,$167.90,https://www.amazon.com/Lenovo-ThinkPad-T470-i5-6300U-Windows/dp/B09ZLW886F/ref=sr_1_280
Lenovo,ThinkPad X270,12.5 Inches,1920 x 1080 pixels,apple_ci5,2.6 GHz,8 GB,256 GB,Intel,"Intel HD Graphics 520, Integrated",Windows 10 Pro,2.11 ounces,,15 ratings,3.6,$200.99,https://www.amazon.com/Lenovo-ThinkPad-Business-Computer-Bluetooth/dp/B083FW1FYR/ref=sr_1_278
LENOVO,X260,12.5 Inches,1920x1080,core_i7,2.6 GHz,8 GB,8 GB,Intel,Integrated,Windows 10 Pro,2 pounds,,5 ratings,3.2,$153.79,https://www.amazon.com/Lenovo-ThinkPad-X260-Business-Laptop/dp/B07JD2JVJN/ref=sr_1_277
Lenovo,,15.6 Inches,1920 x 1080 pixels,apple_ci5,3.3 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11,3.6 pounds,,33 ratings,4.3,$557.99,https://www.amazon.com/Lenovo-i5-1235U-IdeaPad-Anti-Glare-Processor/dp/B0BPTDRG9X/ref=sr_1_283
Lenovo,IdeaPad Slim 5i,16 Inches,1920 x 1200 pixels,amd_ryzen_7,4.5 GHz,16 GB,2 TB,AMD Radeon,Integrated,Windows 11 Home,4.63 pounds,16GB RAM | 2TB PCIe SSD,1 rating,5.0,$789.99,https://www.amazon.com/Lenovo-IdeaPad-Slim-5i-Touchscreen/dp/B0CF4FC1LK/ref=sr_1_276
Lenovo,Lenovo ThinkPad L390 Yoga,13.3 Inches,1920 x 1080 Pixels,apple_ci5,1.6 GHz,16 GB,256 GB,,Integrated,Windows 10 Pro,4.66 pounds,Black,92 ratings,3.6,$283.49,https://www.amazon.com/Lenovo-L390-Yoga-Touchscreen-1920x1080/dp/B0CKZ5HYBH/ref=sr_1_275
Lenovo,IdeaPad 3 15ITL6,15.6 Inches,1920 x 1080 pixels,core_i5_family,2.4 GHz,20 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.74 pounds,Gray,20 ratings,4.4,$532.50,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Processor/dp/B0C6RJVFXX/ref=sr_1_273
Lenovo,Lenovo IdeaPad,14 Inches,1920 x 1080 pixels,ryzen_3,2.6 GHz,4 GB,128 GB,AMD Radeon Graphics,Integrated,Windows 11,3.24 pounds,Blue,12 ratings,4.6,$329.00,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-Anti-Glare-Bluetooth/dp/B0CDXJWZZ9/ref=sr_1_274
Lenovo,Lenovo Thinkpad,14 Inches,1920x1080,core_i5,2.4 GHz,16 GB,256 GB,Core i5-6300U,Integrated,Windows 10 Pro,5 pounds,Black,337 ratings,4.1,$182.98,https://www.amazon.com/Lenovo-Thinkpad-1920x1080-Business-Thunderbolt/dp/B08T6J8MZK/ref=sr_1_272
Lenovo,Lenovo Ideapad,15.6 Inches,1366 x 768 pixels,core_i5_family,1.2 GHz,8 GB,256 GB,Intel UHD Graphics,Dedicated,Windows 10 S,4 pounds,Almond,"1,047 ratings",4.5,$382.00,https://www.amazon.com/Lenovo-IdeaPad-Dual-Core-i3-1005G1-Bluetooth/dp/B08F41S84R/ref=sr_1_269
Lenovo,Lenovo 1,15.6 Inches,1366 x 768 pixels,amd_a_series,2.3 GHz,4 GB,128 GB,,Integrated,Windows 11 S,5.19 pounds,Gray,5 ratings,4.7,$242.00,https://www.amazon.com/Lenovo-IdeaPad-Laptop-Athlon-Windows/dp/B0BQ11STPB/ref=sr_1_270
Lenovo,IdeaPad,14 Inches,1920 x 1080 pixels,ryzen_5,4 GHz,16 GB,512 GB,AMD Radeon Vega 7,Integrated,Windows 11 Home,3.04 pounds,Gray,809 ratings,4.4,$499.99,https://www.amazon.com/Lenovo-IdeaPad-Storage-Display-Graphics/dp/B0CKXW16FN/ref=sr_1_268
Lenovo,Lenovo Yoga 7i 2-in-1 Laptop,14 Inches,2240 x 1400 pixels,core_i7,5 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.41 pounds,Storm Grey,101 ratings,4.4,"$1,199.99",https://www.amazon.com/Lenovo-Yoga-Convertible-Touchscreen-Fingerprint/dp/B0CJRFP2D9/ref=sr_1_266
Lenovo,Lenovo IdeaPad Slim 5i Laptop,16 Inches,1920 x 1200 pixels,core_i7,5 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.17 pounds,Blue,62 ratings,4.1,$869.99,https://www.amazon.com/Lenovo-IdeaPad-Slim-Laptop-Touchscreen/dp/B0CJJ6RBQ5/ref=sr_1_271
Lenovo,ThinkPad T14 Gen 2,14 Inches,1920 x 1080 pixels,core_i7_family,3 GHz,16 GB,512 GB,Intel UHD Graphics,UHD Graphics,Windows 10 Pro,3.24 pounds,Black,,,"$1,393.00",https://www.amazon.com/Lenovo-ThinkPad-T14-20W0001KUS-Notebook/dp/B09LRJL2FZ/ref=sr_1_263
Lenovo,Ideapad 3,14 Inches,1920 x 1080 pixels,amd_ryzen_5_5500u,2.1 GHz,8 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 11,4.4 pounds,Abyss Blue,"1,635 ratings",4.6,$497.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-82KT00GVUS/dp/B09BG841VC/ref=sr_1_261
LENOVO,Lenovo Legion,16 Inches,2560 x 1440 pixels,ryzen_9,3.3 GHz,64 GB,4 TB,NVIDIA GeForce RTX 3070 Ti,Dedicated,Windows 11,5.49 pounds,Gray,12 ratings,4.9,"$2,199.00",https://www.amazon.com/LENOVO-Legion-GeForce-Keyboard-SnowBell/dp/B0BY1LNVMF/ref=sr_1_262
Lenovo,82LX0050US,15.6 Inches,1920 x 1080 pixels,Intel Mobile CPU,3.3 Intel_Mobile_CPU,4 GB,128 GB,,Integrated,Windows 11 S,3 pounds,,,,$222.50,https://www.amazon.com/Lenovo-ideapad-Pentium-Processor-Mircrosoft/dp/B0BY4XQB1D/ref=sr_1_265
Lenovo,ThinkPad L13 Yoga Gen2,13.3 Inches,1920x1080,ryzen_5,2.3 GHz,16 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11 Pro,3.17 pounds,Silver,2 ratings,5.0,$599.00,https://www.amazon.com/Lenovo-ThinkPad-Touchscreen-i7-1165G7-Fingerprint/dp/B0CJX44XWG/ref=sr_1_260
Lenovo,Thinkpad,14 Inches,,Intel Core i5,,8 GB,250 GB,,Integrated,Windows 10 Pro,,Black,211 ratings,3.9,$143.90,https://www.amazon.com/Lenovo-ThinkPad-T440-NoteBook-Professional/dp/B072KPHQBP/ref=sr_1_257
Lenovo,Lenovo Thinkpad,13.3 Inches,1920 x 1080 pixels,core_i5,1.9 GHz,16 GB,256 GB,Core i5-8350U,,,3.08 pounds,,54 ratings,4.0,$249.49,https://www.amazon.com/ThinkPad-X380-Yoga-1920x1080-Touchscreen/dp/B07MXQXZKP/ref=sr_1_259
Lenovo,Lenovo Ideapad 3i,14 Inches,1920x1080,core_i3_family,3 GHz,12 GB,512 GB,Intel UHD Graphics,Integrated,Windows 11 S,3.3 pounds,Gray,27 ratings,4.0,$368.00,https://www.amazon.com/Lenovo-Flagship-Essential-Processor-Accessories/dp/B0BYDNNS86/ref=sr_1_256
Lenovo,ThinkPad X1 Extreme Gen 4,16 Inches,2560 x 1600 pixels,core_i7,2.5 GHz,64 GB,2 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Pro,3.74 pounds,Black,4 ratings,4.4,"$1,799.99",https://www.amazon.com/Lenovo-Extreme-Touchscreen-Workstation-Thunderbolt/dp/B09RQNBNWL/ref=sr_1_255
Lenovo,ThinkPad P14s Gen 2,14 Inches,3840 x 2160 pixels,core_i7_family,4.8 GHz,16 GB,1 TB,NVIDIA Quadro T500,Dedicated,Windows 11 Pro,3.24 pounds,Black,,,"$1,069.00",https://www.amazon.com/Lenovo-ThinkPad-P14s-Gen-Workstation/dp/B0CKLRQDP7/ref=sr_1_258
Lenovo,IdeaPad,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,20 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11,3.5 pounds,,25 ratings,3.6,$469.00,https://www.amazon.com/Lenovo-IdeaPad-Dual-core-Processor-Anti-Glare/dp/B0CFSL5MZY/ref=sr_1_254
Lenovo,,14 Inches,,Core i5,,8 GB,256 GB,,Integrated,Windows 11,,Blue,12 ratings,4.9,$445.00,https://www.amazon.com/Lenovo-IdeaPad-3i-Business-i5-1235U/dp/B0C4L4CLKB/ref=sr_1_253
Lenovo,IdeaPad,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,8 GB,384 GB,AMD Radeon Graphics,Integrated,Windows 11 S,3.52 pounds,Gray,121 ratings,4.0,$379.99,https://www.amazon.com/IdeaPad-Laptop-Dual-Core-Processor-Bluetooth/dp/B0C2JB4CQ7/ref=sr_1_252
Lenovo,IdeaPad 3i,14 Inches,1920 x 1080 pixels,core_i5,4.4 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.15 pounds,16GB RAM | 512GB SSD,5 ratings,4.5,$559.99,https://www.amazon.com/Lenovo-IdeaPad-3i-i5-1235U-Graphics/dp/B0CKXH1TW4/ref=sr_1_251
Lenovo,Lenovo ThinkPad X13 Business Laptop,13.3 Inches,1920x1200,apple_ci7,4.8 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.07 pounds,Storm Grey,,,$769.99,https://www.amazon.com/Lenovo-ThinkPad-X13-Touchscreen-i7-1185G7/dp/B0CCXZ81C9/ref=sr_1_250
Lenovo,IdeaPad 3 15ITL6,15.6 Inches,1920 x 1080 pixels,core_i5_family,2.4 GHz,20 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.74 pounds,Gray,20 ratings,4.4,$532.50,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Processor/dp/B0C6RJVFXX/ref=sr_1_249
LENOVO,IdeaPad 3 14ALC6,14 Inches,1920 x 1080 pixels,amd_ryzen_7,1.8 GHz,20 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,5 pounds,Sand,1 rating,5.0,$579.00,https://www.amazon.com/LENOVO-IdeaPad-Display-Fingerprint-Keyboard/dp/B0CDQJJXQY/ref=sr_1_247
Lenovo,3000 SERIES 3015E,14,1366 x 768 pixels,AMD A Series,2.3 amd_a_series,4 GB,,AMD Radeon Graphics,Integrated,Windows 10 Pro,3.4 pounds,Black,1 rating,4.0,$186.39,https://www.amazon.com/14W-AMD-3015E-1-20GHZ-1MB/dp/B099KM79W9/ref=sr_1_248
Lenovo,Ideapad 3 17 Laptop,17.3,1920 x 1080 pixels,ryzen_5,2.1 GHz,8 GB,,AMD Radeon 7,Integrated,Windows 10 Home,6.42 pounds,Abyss Blue,314 ratings,4.5,$629.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-82KV003MUS/dp/B0913F4DL7/ref=sr_1_245
Lenovo,Lenovo Thinkpad,14 Inches,1920x1080,core_i5,2.4 GHz,16 GB,256 GB,Core i5-6300U,Integrated,Windows 10 Pro,5 pounds,Black,337 ratings,4.1,$182.98,https://www.amazon.com/Lenovo-Thinkpad-1920x1080-Business-Thunderbolt/dp/B08T6J8MZK/ref=sr_1_244
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i3,4.1 GHz,8 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 11 S,4.65 pounds,Platinum Grey,179 ratings,4.6,$369.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i3-1115G4-Processor/dp/B0CDL48X87/ref=sr_1_243
Lenovo,Lenovo V14,14 Inches,1920 x 1080 pixels,core_i5_10210u,2.4 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10 Pro,3.3 pounds,8G RAM | 512GB SSD,38 ratings,4.5,$440.00,https://www.amazon.com/Newest-Lenovo-IdeaPad-14-HubxcelCables/dp/B09SGWJSS7/ref=sr_1_246
Lenovo,Lenovo ThinkPad X13 Gen 2,13.3 Inches,,Ryzen 5,,16 GB,2 TB,,Integrated,Windows 11 Pro,,Black,2 ratings,5.0,$749.00,https://www.amazon.com/Lenovo-ThinkPad-Hexa-core-i7-1165G7-Fingerprint/dp/B0CJRS5L21/ref=sr_1_242
LENOVO,A485,14 Inches,1920 x 1080 pixels,amd_r_series,2.6 GHz,16 GB,256 GB,,Integrated,Windows 10 Pro,5.19 pounds,Black,,,$199.00,https://www.amazon.com/ThinkPad-Business-1920x1080-Fingerprint-Windows/dp/B0CKBJWB5M/ref=sr_1_241
Lenovo,Lenovo Thinkpad,15.6 Inches,1920 x 1080,core_i7,1.8 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,2.91 pounds,,57 ratings,3.8,"$1,039.77",https://www.amazon.com/Lenovo-Thinkpad-Business-Display-i7-10510U/dp/B08S7NRGTD/ref=sr_1_308
Lenovo,ideapad,15.6 Inches,1920 x 1080 pixels,core_i5,4.4 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.59 pounds,Gray,10 ratings,4.1,$569.99,https://www.amazon.com/Lenovo-IdeaPad-15-6-Notebook-i5-1235U/dp/B0CK2BSC88/ref=sr_1_307
Lenovo,,14 Inches,1366 x 768 pixels,celeron_n4020,1.1 GHz,4 GB,320 GB,Intel UHD Graphics,Integrated,Windows 11,3.08 pounds,,86 ratings,4.1,$195.99,https://www.amazon.com/Newest-Lenovo-Celeron-GalliumPi-Accessories/dp/B0974ZL7JJ/ref=sr_1_309
Lenovo,ThinkPad P14s,14 Inches,1920 x 1080 pixels,core_i7,4.8 GHz,32 GB,2 TB,NVIDIA Quadro T500,Dedicated,Windows 11 Pro,3.24 pounds,Black,3 ratings,5.0,"$1,079.00",https://www.amazon.com/lenovo-i7-1165G7-Workstation-Anti-Glare-Fingerprint/dp/B0C9MXWMBT/ref=sr_1_305
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080 pixels,Intel Core i5,2.6 apple_ci5,12 GB,512 GB,,Integrated,Windows 10 Pro,4.64 pounds,,6 ratings,3.2,$179.99,https://www.amazon.com/Lenovo-ThinkPad-Business-i5-6300-Thunderbolt/dp/B0BWJ93KH5/ref=sr_1_302
Lenovo,Ideapad 1i,14 Inches,1366 x 768 pixels,pentium,1.1 GHz,4 GB,128 GB,Intel HD Graphics,Integrated,Windows 11 S,3.09 pounds,Gray,1 rating,4.0,$179.00,https://www.amazon.com/Lenovo-Ideapad-Processor-Graphics-SnowBell/dp/B0C3WYZ5JC/ref=sr_1_304
