brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,Lenovo,17.3 Inches,1920 x 1080 pixels,ryzen_5,3.2 GHz,32 GB,1 TB,NVIDIA GeForce GTX 1650,Dedicated,Windows 11 Home,6.6 pounds,Black,126 ratings,4.5,"$1,259.00",https://www.amazon.com/Lenovo-Legion-Computer-i7-9750H-Graphics/dp/B09MJLC89S/ref=sr_1_299
Lenovo,100e Chromebook,11.6 Inches,1366 x 768 pixels,mediatek_mt8127,2.1 GHz,4 GB,,,Integrated,Chrome OS,2.67 pounds,Black,26 ratings,4.5,$87.54,https://www.amazon.com/Lenovo-Chromebook-81QB000AUS-Computer-Processor/dp/B07Z36FP7L/ref=sr_1_298
Lenovo,IdeaPad Gaming 3,15.6,1920 x 1080 pixels,Ryzen 5,3.3 ryzen_5,8 GB,256,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Home,7.73 pounds,Onyx Grey,1 rating,5.0,$639.88,https://www.amazon.com/Lenovo-IdeaPad-Essential-Computer-Graphics/dp/B0C311YDP3/ref=sr_1_301
Lenovo,ThinkPad E15 Gen 4,15.6 Inches,1920x1080,amd_ryzen_7,2 GHz,16 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 11 Pro,3.75 pounds,Silver,8 ratings,4.6,$779.99,https://www.amazon.com/Lenovo-ThinkPad-Business-1920x1080-Bluetooth/dp/B09KX6LPB1/ref=sr_1_296
Lenovo,,15.6 Inches,1366 x 768 pixels,ryzen_5_4500u,2.3 GHz,8 GB,256 GB,AMD Radeon 7 Graphics,Integrated,Windows 11,3.52 pounds,,679 ratings,4.0,$399.00,https://www.amazon.com/Lenovo-Dual-core-Processor-Anti-Glare-Microsoft/dp/B0C3J866XK/ref=sr_1_303
LENOVO,Lenovo thinkpad,14 Inches,1920 x 1080 pixels,apple_ci7,2.8 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,2.48 pounds,Black,24 ratings,4.1,"$1,240.77",https://www.amazon.com/Lenovo-Ultrabook-Touchscreen-Fingerprint-Thunderbolt/dp/B097KW6MR3/ref=sr_1_297
Lenovo,Lenovo T470 Laptop,14 Inches,1920 x 1080 pixels,core_i5,2.4 GHz,16 GB,256 GB,Integrated Intel HD Graphics 4600,Integrated,Windows 10 Pro,3.5 pounds,Black,104 ratings,4.3,$167.90,https://www.amazon.com/Lenovo-ThinkPad-T470-i5-6300U-Windows/dp/B09ZLW886F/ref=sr_1_294
Lenovo,Lenovo Thinkpad,14 Inches,1366 x 768 pixels,core_i5,2.4 GHz,8 GB,256 GB,Intel Graphics Integrated,"Integrated, Dedicated",Windows 10 Pro 64-Bit,3 pounds,Black,157 ratings,4.0,$162.40,https://www.amazon.com/Lenovo-ThinkPad-20F9-0038US-Certified-Refurbished/dp/B07DVTXVHY/ref=sr_1_292
Lenovo,ThinkBook,14 Inches,1920 x 1080 pixels,ryzen_5,4.3 GHz,8 GB,512 GB,AMD,Integrated,Windows 11 Pro,3.15 pounds,Black,,,$479.99,https://www.amazon.com/Lenovo-College-Business-Bluetooth-Lightweight/dp/B0CK1DQRWK/ref=sr_1_291
Lenovo,IdeaPad 3i,14 Inches,1920 x 1080 pixels,core_i3,1.3 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,8 pounds,16GB RAM | 512GB SSD,1 rating,4.0,$649.00,https://www.amazon.com/Lenovo-Business-i5-1235U-Processor-Fingerprint/dp/B0C1BK4TZL/ref=sr_1_289
Lenovo,,15.6 Inches,1920 x 1080 pixels,core_i7,4.6 GHz,16 GB,16 GB,,,Windows 10 Pro,3.87 pounds,,35 ratings,4.0,$419.88,https://www.amazon.com/Lenovo-ThinkPad-T590-Non-Touch-i7-8565U/dp/B087YXYQM4/ref=sr_1_295
Lenovo,IdeaPad,17.3 Inches,1600 x 900 pixels,amd_r_series,4.1 GHz,20 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 10 Home,4.8 pounds,Platinum Grey,15 ratings,3.6,$697.99,https://www.amazon.com/Lenovo-IdeaPad-Processor-i7-10750H-Fingerprint/dp/B092H8ZWY5/ref=sr_1_290
Lenovo,Lenovo Thinkpad Yoga,11.6 Inches,1366 x 768 pixels,celeron,1.83 GHz,4 GB,128 GB,,Integrated,Windows 10 Pro,2 pounds,,29 ratings,3.6,$104.99,https://www.amazon.com/Lenovo-Thinkpad-Convertible-Celeron-Touchscreen/dp/B07ZC9N7SQ/ref=sr_1_21
Lenovo,Lenovo Ideapad 1i,14,1366 x 768 pixels,celeron_n4020,1.1 GHz,4 GB,64 GB,Intel UHD Graphics,,Windows 11 S,3.08 pounds,Silver,34 ratings,4.2,$172.88,https://www.amazon.com/Lenovo-Ideapad-1i-Display-Celeron/dp/B0BKZJLRTD/ref=sr_1_20
Lenovo,IdeaPad Gaming 3,15.6 Inches,1920 x 1080 pixels,ryzen_7,4.75 GHz,64 GB,512 GB,NVIDIA GeForce RTX 4050,Dedicated,Windows 11 Home,4.95 pounds,Black,,,"$1,199.99",https://www.amazon.com/Lenovo-ideapad-Gaming-Laptop-RTX4050/dp/B0CHVWTTHR/ref=sr_1_624
Lenovo,IdeaPad Slim 5 82XF,16 Inches,1920 x 1200,core_i7_family,3.1 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,4.17 pounds,Abyss Blue,,,"$1,149.00",https://www.amazon.com/Lenovo-IdeaPad-Slim-LED-Backlit-Generation/dp/B0CKP46P8W/ref=sr_1_648
Lenovo,P50,15.6 Inches,1920 x 1080 pixels,core_i7_6820hq,2.7 GHz,32 GB,512 GB,Intel,"Integrated, Dedicated",Windows 10 Pro,6 pounds,,5 ratings,3.8,$591.99,https://www.amazon.com/Lenovo-Thinkpad-P50-Workstation-Thunderbolt/dp/B09C2HZRMX/ref=sr_1_576
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080 pixels,Core i7 6600U,2.6 core_i7_6600u,20 GB,512 GB,Intel HD Graphics 620,Integrated,Windows 10 Pro,2 pounds,T470s 20GB RAM+512GB SSD,96 ratings,4.2,$224.00,https://www.amazon.com/Lenovo-ThinkPad-Business-i7-6600U-Windows/dp/B0BVFTF3BJ/ref=sr_1_480
Lenovo,Legion,16 Inches,2560 x 1600 pixels,intel_core_i9,2.2 GHz,128 GB,4 TB,NVIDIA GeForce RTX 4070,Dedicated,Windows 11 Home,5.6 pounds,Gray,21 ratings,3.8,"$2,029.00",https://www.amazon.com/Lenovo-Display-GeForce-i9-13900HX-Backlit/dp/B0BWSLMJ85/ref=sr_1_600
Lenovo,Lenovo Legion 5 Pro,16 Inches,2560 x 1600 pixels,amd_r_series,3.2 GHz,16 GB,512 GB,NVIDIA GeForce RTX 3060,"Integrated, Dedicated",Windows 11,5.49 pounds,Gray,1 rating,5.0,"$1,419.00",https://www.amazon.com/Lenovo-Legion-Pro-Octa-Core-i7-11800H/dp/B0BR8SNPWR/ref=sr_1_456
LENOVO,Lenovo ThinkPad T560,,1366 x 768 pixels,core_i5_6300hq,2.4 GHz,16 GB,1 TB,Core i5-6300U,Integrated,Windows 10 Pro,7 pounds,,8 ratings,4.7,$256.89,https://www.amazon.com/Lenovo-ThinkPad-T560-Business-Bluetooth/dp/B0BVBQ3FYX/ref=sr_1_431
Lenovo,IdeaPad,14 Inches,1920 x 1080 pixels,core_i3_family,3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Home,3.3 pounds,Grey,5 ratings,4.7,$365.90,https://www.amazon.com/Lenovo-3i-i3-1115G4-Processor-Platinum/dp/B0BS7X17DV/ref=sr_1_552
LENOVO,ThinkPad Grade A T480,14 Inches,,Core i5-8265U,,16 GB,512 GB,,Integrated,Windows 10 Pro,,Black,5 ratings,4.8,$194.50,https://www.amazon.com/LENOVO-ThinkPad-T480-Computer-i5-8250U/dp/B0C242QKPJ/ref=sr_1_504
Lenovo,Lenovo IdeaPad Laptop,15.6 Inches,1366 x 768 pixels,Athlon_Dual_Core,2.3 GHz,8 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11 S,3.52 pounds,Grey,86 ratings,3.5,$349.99,https://www.amazon.com/Lenovo-15-6-IdeaPad-Laptop-Processor/dp/B0BMSNCPR4/ref=sr_1_360
Lenovo,,11.6 Inches,1366 x 768 pixels,,2.1 GHz,4 GB,32 GB,Intel GMA 3150,Integrated,Chrome OS,4.34 pounds,Black,121 ratings,3.9,$66.99,https://www.amazon.com/Lenovo-Chromebook-Non-Touchscreen-Quad-core-81H00000US/dp/B0BS4F27B7/ref=sr_1_432
LENOVO,,15.6 Inches,1920 x 1080 pixels,core_i7,2.7 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Pro,5.11 pounds,Gray,,,"$1,189.00",https://www.amazon.com/LENOVO-IdeaPad-Gaming-3i-i7-12700H/dp/B0C2YJRZB2/ref=sr_1_384
Lenovo,Lenovo Ideapad,14 Inches,1366x768,amd_a_series,32 hertz,4 GB,32 GB,AMD Radeon R4,"Integrated, Dedicated",Windows 10,11.3 ounces,grey,614 ratings,3.8,$159.99,https://www.amazon.com/Lenovo-IdeaPad-A6-9229e-Platinum-14-14-99/dp/B081219LKB/ref=sr_1_408
Lenovo,Slim 7 82VB,16 Inches,2560 x 1600,core_i7_family,3 GHz,32 GB,2 TB,Intel Arc A370M,Dedicated,Windows 10 Pro,8.98 pounds,Storm Grey,,,"$1,669.00",https://www.amazon.com/Lenovo-82VB-LED-Backlit-Generation-Thunderbolt/dp/B0CKVTRTJD/ref=sr_1_336
Lenovo,IdeaPad,17.3 Inches,1920 x 1080 pixels,ryzen_5,2.3 GHz,16 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,4.79 pounds,Gray,29 ratings,4.3,$607.00,https://www.amazon.com/Lenovo-IdeaPad-Computer-Processor-Fingerprint/dp/B0BWGQFGTJ/ref=sr_1_383
LENOVO,Lenovo-T480,35.56 Centimeters,,Core i5 8250U,,16 GB,256 GB,,Integrated,Windows 10,,Black,214 ratings,4.2,$194.50,https://www.amazon.com/Lenovo-ThinkPad-Quad-Core-Fingerprint-Thunderbolt/dp/B0832JFM9G/ref=sr_1_527
Lenovo,"Lenovo Legion 5i 17""",17.3,1920 x 1080 pixels,core_i7_12700h,,8 GB,1 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Home,10 pounds,Phantom Blue,12 ratings,3.4,"$1,449.99",https://www.amazon.com/Lenovo-i7-11800H-GeForce-Graphics-Windows/dp/B09PRKVKH5/ref=sr_1_526
Lenovo,ThinkPad L13 Yoga Gen2 Touch Ryzen7 Pro,13.3 Inches,1920 x 1080 pixels,ryzen_7,1.9 GHz,16 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11 Pro,3.18 pounds,Black,1 rating,5.0,$629.00,https://www.amazon.com/lenovo-ThinkPad-Ryzen7Pro-i7-1265U-Fingerprint/dp/B0CJV3HYVP/ref=sr_1_525
Lenovo,Lenovo Ideapad 3,14 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,12 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11,4.86 pounds,Arctic Grey,3 ratings,3.6,$597.00,https://www.amazon.com/Lenovo-Ideapad-i7-1165G7-Fingerprint-Bluetooth/dp/B0BJ6J3BP8/ref=sr_1_528
Lenovo,Lenovo Ideapad,15.6 Inches,1920 x 1080 pixels,apple_ci3,3 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10,3.64 pounds,Sand,1 rating,3.0,$379.00,https://www.amazon.com/Lenovo-Touchscreen-i3-1115G4-Bluetooth-Fingerprint/dp/B0B72FLD4D/ref=sr_1_524
Lenovo,Lenovo ThinkPad,14 Inches,3480 x 2160 Pixels,core_i7,2.8 GHz,16 GB,512 GB,Intel UHD Graphics,Integrated,Windows 11 Pro,2.83 pounds,Black,5 ratings,5.0,$849.00,https://www.amazon.com/Lenovo-T14s-Touchscreen-i7-1165G7-Fingerprint/dp/B0CLCQZVR6/ref=sr_1_523
Lenovo,2023 Lenovo Slim 3 Chromebook,14 Inches,1920 x 1080 pixels,cortex,2 GHz,4 GB,64 GB,Integrated ARM Mali-G52 2EE MC2 GPU,Integrated,Chrome OS,2.86 pounds,Abyss Blue,,,$239.00,https://www.amazon.com/Lenovo-Chromebook-Touchscreen-Slim-MarxsolAccessory/dp/B0CL684QM2/ref=sr_1_521
Lenovo,Lenovo ThinkPad X1 Titanium Yoga,13.5 Inches,2256x1504,core_i5,1.8 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,2.54 pounds,,3 ratings,5.0,$769.00,https://www.amazon.com/Lenovo-ThinkPad-Yoga-Touchscreen-3yr-Warranty/dp/B0CCDPJ245/ref=sr_1_520
Lenovo,Yoga 7i,16 Inches,2560 x 1600 pixels,core_i5,1.5 GHz,16 GB,512 GB,,Integrated,Windows 11 Home,4.37 pounds,"14"" 2.2K",10 ratings,4.4,"$1,026.00",https://www.amazon.com/Lenovo-Yoga-2560x1600-Touchscreen-Laptop/dp/B0B9KC6PRF/ref=sr_1_522
Lenovo,Lenovo Thinkpad,14 Inches,1366 x 768 pixels,core_i7,2.1 GHz,8 GB,240 GB,Intel,Integrated,Windows 10 Pro,3.7 pounds,,27 ratings,4.2,$145.00,https://www.amazon.com/Lenovo-ThinkPad-i7-4600U-Certified-Refurbished/dp/B07GCRKY5G/ref=sr_1_519
Lenovo,Lenovo Yoga 7i 2-in-1 Laptop,16 Inches,1920 x 1200 pixels,core_i7,5 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.49 pounds,Storm Grey,45 ratings,4.4,$869.99,https://www.amazon.com/Lenovo-Yoga-7i-Laptop-Touchscreen/dp/B0CJ4XWXXZ/ref=sr_1_516
Lenovo,Lenovo Ideapad 3,15.6 Inches,1366x768,celeron_n4000,1.1 GHz,4 GB,128 GB,Intel UHD Graphics 605,Integrated,Windows 10 Home,6.56 pounds,Platinum Grey,110 ratings,4.1,$199.00,https://www.amazon.com/Lenovo-Ideapad-14-Laptop-Platinum/dp/B09CG59HH1/ref=sr_1_515
Lenovo,Lenovo Ideapad,15.6 Inches,1920 x 1080 pixels,apple_ci5,3.1 GHz,32 GB,1 TB,NVIDIA GeForce GTX 1650,Dedicated,Windows 10 Home,4.96 pounds,Black,111 ratings,4.5,$765.15,https://www.amazon.com/Lenovo-IdeaPad-Gaming-i5-11300H-Processor/dp/B09M969B8N/ref=sr_1_514
Lenovo,Chromebook Flex 3,11.6 Inches,1366 x 768,mediatek_mt8183,2 GHz,4 GB,64 GB,Integrated ARM Mali-G72 MP3 Graphics,Integrated,Chrome OS,2.6 pounds,Abyss Blue,296 ratings,4.5,$289.99,https://www.amazon.com/Lenovo-Touchscreen-Chromebook-Convertible-Education/dp/B0B6J95CCH/ref=sr_1_517
Lenovo,Lenovo IdeaPad Flex 5,14 Inches,2560 x 1600 pixels,ryzen_7_5700u,4.3 GHz,8 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,4.63 pounds,Storm Grey,125 ratings,4.3,$775.00,https://www.amazon.com/Lenovo-Touchscreen-i5-10210U-Keyboard-Fingerprint/dp/B08BNZ5NTG/ref=sr_1_513
Lenovo,P50,15.6 Inches,1920 x 1080 pixels,core_i7_6820hq,2.7 GHz,16 GB,256 GB,Intel,"Integrated, Dedicated",Windows 10 Pro,6 pounds,,3 ratings,3.5,$349.95,https://www.amazon.com/Lenovo-P50-15-6-inch-Workstation-Thunderbolt/dp/B09C2KFBQN/ref=sr_1_518
Lenovo,ThinkPad,14 Inches,1920 x 1200 pixels,amd_r_series,2.7 GHz,16 GB,1 TB,AMD Radeon 680M Graphics,Integrated,Windows 11 Pro,3.39 pounds,,3 ratings,4.6,$809.00,https://www.amazon.com/Lenovo-ThinkPad-T14-Gen-Touchscreen/dp/B0CJ4GJMNN/ref=sr_1_512
Lenovo,Lenovo Thinkpad,15.6 Inches,1366 x 768 pixels,Core_i5_4200M,2.5 GHz,16 GB,500 GB,Intel,Integrated,Windows 10 Pro,5.31 pounds,Black,102 ratings,3.7,$280.00,https://www.amazon.com/Lenovo-ThinkPad-i5-4300M-Certified-Refurbished/dp/B07GCRXM72/ref=sr_1_511
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080 pixels,core_i5,1.6 GHz,16 GB,,Intel UHD Graphics,Integrated,Windows 10 Pro,4.74 pounds,Black,5 ratings,3.1,$699.77,https://www.amazon.com/Lenovo-ThinkPad-T14-20S00037US-Notebook/dp/B089NSJ9NC/ref=sr_1_510
Lenovo,82QC004BUS,14 Inches,1366 x 768 pixels,core_i3,4.4 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 11 S,3.08 pounds,,3 ratings,2.9,$305.00,https://www.amazon.com/Lenovo-IdeaPad-Laptop-Windows-Home/dp/B0BJPC14XX/ref=sr_1_509
Lenovo,IdeaPad Flex 5,16 Inches,,AMD Ryzen 7 5700U,,16 GB,512 GB,,Integrated,Windows 11 Home,,16GB RAM | 512GB PCIe SSD,20 ratings,4.1,$776.68,https://www.amazon.com/Lenovo-IdeaPad-Flex-Laptop-1920/dp/B0BM57815X/ref=sr_1_507
Lenovo,Lenovo Legion 5,16 Inches,2560 x 1600 pixels,ryzen_9,3.3 GHz,64 GB,1 TB,NVIDIA GeForce RTX 3070,Dedicated,Windows 11,5.48 pounds,R9-6900HX- 64GB RAM | 1TB PCIe SSD,35 ratings,4.8,"$1,929.90",https://www.amazon.com/Lenovo-Laptop%EF%BC%8C-2560x1600-165Hz%EF%BC%8CAMD-9-6900Hx/dp/B0BSLHJ53Y/ref=sr_1_506
Lenovo,2023 Flagship Lenovo ThinkPad E16,16 Inches,1920 x 1200 pixels,ryzen_7,2 GHz,16 GB,512 GB,Integrated AMD Radeon Graphics,Integrated,Windows 11 Pro,4.34 pounds,Graphite Black,,,$849.00,https://www.amazon.com/Lenovo-ThinkPad-E16-2023-Flagship/dp/B0CJ7QZN19/ref=sr_1_505
Lenovo,,14 Inches,1920 x 1080 pixels,amd_ryzen_7,4.3 GHz,8 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11 Home,3.04 pounds,,,,$579.00,https://www.amazon.com/Lenovo-Touchscreen-Computer-Fingerprint-Accessories/dp/B0CC5K81VS/ref=sr_1_508
lenovo,Lenovo - Ideapad 1,15.6 Inches,1366 x 768 pixels,Athlon_64_X2_Dual_Core_3800_plus,3.5 GHz,4 GB,128 GB,AMD Radeon Graphics,Integrated,Windows 10,3.48 pounds,Cloud Grey,14 ratings,3.7,$299.00,https://www.amazon.com/lenovo-ldeaPad-Display-Storage-Bluetooth/dp/B0CHQL8HX1/ref=sr_1_333
Lenovo,Lenovo IdeaPad Slim 5i Laptop,16 Inches,1920 x 1200 pixels,core_i7,5 GHz,16 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.17 pounds,Blue,62 ratings,4.1,"$1,069.99",https://www.amazon.com/Lenovo-IdeaPad-Slim-Laptop-Touchscreen/dp/B0CJJ9RVBV/ref=sr_1_332
Lenovo,Lenovo Ideapad,14 Inches,1920 x 1080,core_i3_family,3 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11,1.5 pounds,Grey,107 ratings,4.2,$339.00,https://www.amazon.com/Lenovo-Touchscreen-i3-1115G4-Graphite-82HS00R9US/dp/B09TJ1ZL92/ref=sr_1_334
Lenovo,Lenovo IdeaPad,15.6 Inches,1920 x 1080 pixels,intel_pentium_d,3.3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11,3.7 pounds,Abyss Blue,1 rating,3.0,$399.00,https://www.amazon.com/Lenovo-IdeaPad-Students-Microsoft-Personal/dp/B0CCP6K3ST/ref=sr_1_335
Lenovo,ThinkPad E14 Gen 2,14 Inches,1920x1080,intel_core_i7_1165g7,2.8 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,3.73 pounds,,3 ratings,5.0,"$1,144.99",https://www.amazon.com/Lenovo-ThinkPad-i7-1165G7-1920x1080-Fingerprint/dp/B09KP7GMGL/ref=sr_1_331
Lenovo,IdeaPad 3 15ITL05,15.6 Inches,1920 x 1080 pixels,core_i3_family,3 GHz,4 GB,128 GB,Intel UHD Graphics,UHD Graphics,Windows 10 Home,3.75 pounds,Abyss Blue,28 ratings,4.8,$296.49,https://www.amazon.com/Lenovo-IdeaPad-15ITL05-81X80055US-Notebook/dp/B09J5FG898/ref=sr_1_329
Lenovo,IDEAPAD 3i,14 Inches,1920 x 1080 pixels,apple_ci3,4.1 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 11 S,3.5 pounds,Gray,24 ratings,4.4,$299.10,https://www.amazon.com/Lenovo-IdeaPad-Business-Essential-Processor/dp/B0BWSQCYMH/ref=sr_1_327
Lenovo,IdeaPad Flex 5,14 Inches,2880 x 1800 pixels,core_i7_family,2.9 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.3 pounds,Storm Gray,,,"$1,109.99",https://www.amazon.com/Lenovo-i7-1255U-Graphics-Thunderbolt4-Fingerprint/dp/B0BYS7PKN1/ref=sr_1_326
Lenovo,Lenovo Thinkpad,14 Inches,1920x1080,core_i5,2.4 GHz,16 GB,256 GB,Core i5-6300U,Integrated,Windows 10 Pro,5 pounds,Black,337 ratings,4.1,$182.98,https://www.amazon.com/Lenovo-Thinkpad-1920x1080-Business-Thunderbolt/dp/B08T6J8MZK/ref=sr_1_325
Lenovo,Lenovo ThinkPad P16 Gen 2,16 Inches,3840 x 2160 pixels,intel_core_i9,4 GHz,32 GB,2 TB,NVIDIA RTX 4000 Ada GPU 12GB GDDR6,Dedicated,Windows 11 Pro,6.49 pounds,Silver,,,"$3,899.00",https://www.amazon.com/Lenovo-ThinkPad-i9-13950HX-Backlit-Fingerprint/dp/B0CF457MN5/ref=sr_1_323
Lenovo,"Flex 5i 14""",14 Inches,1920 x 1080 pixels,core_i5,3 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 10 S,4.64 pounds,Gray,47 ratings,4.4,$379.99,https://www.amazon.com/Lenovo-Convertible-i3-1115G4-Processor-82HS000GUS/dp/B08L5KHHWL/ref=sr_1_324
LENOVO,Lenovo ThinkPad,14 Inches,1920x1080,core_i5,2.4 GHz,8 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,2.91 pounds,Black,299 ratings,4.2,$158.00,https://www.amazon.com/Lenovo-ThinkPad-T470-1920x1080-Notebook/dp/B07W68GSGK/ref=sr_1_321
Lenovo,Legion 7 16ITHg6,16 Inches,,Intel Core i9,,64 GB,2 TB,,Dedicated,Windows 11 Home,,Gray,2 ratings,5.0,"$3,898.54",https://www.amazon.com/Lenovo-Legion-Display-i9-13900HX-GeForce/dp/B0BWSGL563/ref=sr_1_322
Lenovo,Lenovo IdeaPad 5 Pro,14 Inches,2240 x 1400 pixels,core_i5,4.4 GHz,8 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.31 pounds,Storm Grey,8 ratings,4.3,$599.99,https://www.amazon.com/Lenovo-IdeaPad-Pro-Touchscreen-2-2K%EF%BC%882240/dp/B0CHMFYKTG/ref=sr_1_320
Lenovo,Lenovo Ideapad,14 Inches,1920 x 1080 pixels,core_i5_1035g1,3.6 GHz,8 GB,512 GB,Intel UHD Graphics,Integrated,Windows 10 Home,3.53 pounds,Platinum Grey,510 ratings,4.4,$408.00,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i5-1035G1-Platinum/dp/B08W4PJC8J/ref=sr_1_319
Lenovo,,14 Inches,1920 x 1080,core_i5,2.4 GHz,8 GB,512 GB,Intel Iris,Dedicated,Windows 11,3.08 pounds,Gray,26 ratings,4.6,$405.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i5-1135G7-Graphics/dp/B0B8JZ9WQM/ref=sr_1_318
Lenovo,,11.6 Inches,1366 x 768 pixels,,2.1 GHz,4 GB,32 GB,Intel GMA 3150,Integrated,Chrome OS,4.34 pounds,Black,121 ratings,3.9,$66.99,https://www.amazon.com/Lenovo-Chromebook-Non-Touchscreen-Quad-core-81H00000US/dp/B0BS4F27B7/ref=sr_1_316
Lenovo,P50,15.6 Inches,1920 x 1080 pixels,core_i7_6820hq,2.7 GHz,64 GB,1 TB,Intel,"Integrated, Dedicated",Windows 10 Pro,6 pounds,,34 ratings,4.2,$688.86,https://www.amazon.com/Lenovo-Thinkpad-P50-Workstation-Thunderbolt/dp/B09C2H464W/ref=sr_1_313
Lenovo,IdeaPad 3,14 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,4 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11,3.7 pounds,,228 ratings,4.5,$699.99,https://www.amazon.com/Lenovo-IdeaPad-i7-1165G7-Graphics-Fingerprint/dp/B0BPTJ1ST7/ref=sr_1_382
Lenovo,Legion 5 15ACH6,15.6 Inches,1920 x 1080 pixels,amd_ryzen_7,3.2 GHz,64 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Home,5.06 pounds,,,,"$1,699.00",https://www.amazon.com/Lenovo-Business-1920x1080-Bluetooth-Renewed/dp/B09NL9S2MR/ref=sr_1_315
Lenovo,ThinkPad E16 Gen 1,16 Inches,1920 x 1200,ryzen_7,2.3 GHz,16 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Pro,3.99 pounds,Graphite Black,,,"$1,109.00",https://www.amazon.com/Lenovo-ThinkPad-Laptop-2023-16-Graphics/dp/B0CKYYKS35/ref=sr_1_381
Lenovo,X1 Nano,13 Inches,2k dci 1080p,core_i7_1160g7,2.1 GHz,16 GB,512 GB,Intel Iris,Integrated,Windows 10 Pro,,Classic Black,24 ratings,4.1,"$1,059.99",https://www.amazon.com/Lenovo-ThinkPad-Ultrabook-Intel-i7-1160G7-Quad-core/dp/B0C2RL2PD5/ref=sr_1_314
Lenovo,IdeaPad Slim 5,16 Inches,1920 x 1200,core_i7_family,3.1 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Home,4.17 pounds,Abyss Blue,,,"$1,099.00",https://www.amazon.com/Lenovo-1920x1200-Touchscreen-i7-1355U-Fingerprint/dp/B0CCVF5KHT/ref=sr_1_317
Lenovo,,14 Inches,1920 x 1080 pixels,apple_ci5,4.2 GHz,20 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.31 pounds,Platinum Gray,1 rating,5.0,$559.00,https://www.amazon.com/Lenovo-Laptop-Quad-core-i5-1135G7-Bluetooth/dp/B0C4F8R9YW/ref=sr_1_380
Lenovo,ThinkBook,15.6 Inches,1920x1080,core_i7,2.1 GHz,,1 TB,Intel Iris Xe Graphics,,Windows 11 Pro,6 pounds,,19 ratings,4.3,"$1,049.00",https://www.amazon.com/Lenovo-ThinkBook-15-G4-Touchscreen/dp/B0CL6GQCJV/ref=sr_1_379
Lenovo,Slim 7,16 Inches,2560 x 1600 pixels,core_i7_12700h,3.5 GHz,32 GB,1 TB,Intel Arc A370M,Dedicated,Windows 11 Home,1 pounds,Gray,,,$812.45,https://www.amazon.com/Lenovo-Slim-i7-12700H-Touchscreen-2560x1600/dp/B0BZ91GZC9/ref=sr_1_377
